         1,     0.000000,    50.000000,   -50.000000 
        10,    75.998058,    44.136029,   -50.000000 
        11,    80.000000,     0.000000,   -50.000000 
        12,    75.998058,   -44.136029,   -50.000000 
        13,     0.000000,   -80.000000,   -50.000000 
        14,   -75.998058,   -44.136029,   -50.000000 
        15,   -80.000000,    -0.000000,   -50.000000 
        16,   -75.998058,    44.136029,   -50.000000 
         2,    40.120740,    32.797751,   -50.000000 
         3,    50.000000,     0.000000,   -50.000000 
         4,    40.120740,   -32.797751,   -50.000000 
         5,     0.000000,   -50.000000,   -50.000000 
         6,   -40.120740,   -32.797751,   -50.000000 
         7,   -50.000000,    -0.000000,   -50.000000 
         8,   -40.120740,    32.797751,   -50.000000 
         9,     0.000000,    80.000000,   -50.000000 
